S1	S2	Pdb	Substance
687	5831	BMPR1A	REST
687	687	BMPR1A	BMPR1A
687	6495	BMPR1A	SMAD4
687	5521	BMPR1A	PTEN
687	2663	BMPR1A	GDF5
687	682	BMPR1A	BMP4
687	5767	BMPR1A	RB1
687	10071	BMPR1A	RETINOBLASTOMA
687	6492	BMPR1A	SMAD1
687	6497	BMPR1A	SMAD6
687	7939	BMPR1A	MAPK
687	4837	BMPR1A	PAH
687	4798	BMPR1A	OSR1
687	4892	BMPR1A	PC
687	957	BMPR1A	CBS
687	2879	BMPR1A	GSC
687	7948	BMPR1A	HEPATOCYTES
687	679	BMPR1A	BMP2
687	684	BMPR1A	BMP7
688	6271	BMPR1B	SET
688	682	BMPR1B	BMP4
688	5767	BMPR1B	RB1
688	10071	BMPR1B	RETINOBLASTOMA
688	678	BMPR1B	BMP15
688	684	BMPR1B	BMP7
688	2666	BMPR1B	GDF9
688	6496	BMPR1B	SMAD5
688	688	BMPR1B	BMPR1B
688	683	BMPR1B	BMP6
688	687	BMPR1B	BMPR1A
688	689	BMPR1B	BMPR2
688	2645	BMPR1B	GC
688	5831	BMPR1B	REST
688	2663	BMPR1B	GDF5
688	6357	BMPR1B	SHE
688	4837	BMPR1B	PAH
688	6360	BMPR1B	SHH
688	679	BMPR1B	BMP2
688	6492	BMPR1B	SMAD1
688	6999	BMPR1B	TEK
688	228	BMPR1B	ALK
688	4892	BMPR1B	PC
689	677	BMPR2	BMP1
689	689	BMPR2	BMPR2
689	2645	BMPR2	GC
689	682	BMPR2	BMP4
689	5767	BMPR2	RB1
689	10071	BMPR2	RETINOBLASTOMA
689	6271	BMPR2	SET
689	5831	BMPR2	REST
689	4837	BMPR2	PAH
689	6492	BMPR2	SMAD1
689	679	BMPR2	BMP2
689	2538	BMPR2	FST
689	259	BMPR2	ANG
689	2068	BMPR2	EGF
689	13937	BMPR2	LOSARTAN
690	690	BMX	BMX
690	739	BMX	BTK
690	3456	BMX	ITK
690	6998	BMX	TEC
690	7433	BMX	TXK
690	7162	BMX	TNF
690	7939	BMX	MAPK
690	2879	BMX	GSC
690	6758	BMX	STAT3
690	7940	BMX	AKT
690	6756	BMX	STAT1
690	7931	BMX	JAK
690	4842	BMX	PAK1
690	6684	BMX	SRC
690	558	BMX	AXL
690	2558	BMX	FYN
690	7944	BMX	INTERLEUKIN
690	7945	BMX	IL-6
690	6074	BMX	RUFY1
690	6271	BMX	SET
691	6271	BNC2	SET
691	691	BNC2	BNC2
691	10491	BNC2	HYPOSPADIAS
691	6402	BNC2	SKAP1
691	7096	BNC2	TIPARP
691	3636	BNC2	KIT
691	3218	BNC2	ID2
691	6614	BNC2	SOX2
691	3823	BNC2	LOX
691	2645	BNC2	GC
691	5831	BNC2	REST
692	692	BNIP1	BNIP1
692	4692	BNIP1	NSF
692	621	BNIP1	BCL2
692	623	BNIP1	BCL2L1
692	6271	BNIP1	SET
693	6271	BNIP2	SET
693	693	BNIP2	BNIP2
693	6392	BNIP2	SIRT1
693	659	BNIP2	BID
693	11264	BNIP2	NARCOLEPSY
693	9737	BNIP2	NEUROBLASTOMA
693	1140	BNIP2	CDC42
693	5878	BNIP2	RHO
693	2473	BNIP2	FLG
693	600	BNIP2	BAX
693	6360	BNIP2	SHH
693	4480	BNIP2	NEK2
693	13271	BNIP2	DOXYCYCLINE
693	6684	BNIP2	SRC
693	2645	BNIP2	GC
693	5831	BNIP2	REST
694	694	BNIP3	BNIP3
694	6271	BNIP3	SET
694	13091	BNIP3	CYCLOSPORINE
694	3060	BNIP3	HK2
694	2645	BNIP3	GC
694	14438	BNIP3	PHENYLEPHRINE
694	846	BNIP3	CA3
694	2977	BNIP3	HDAC1
694	600	BNIP3	BAX
694	692	BNIP3	BNIP1
694	37	BNIP3	ACAA2
694	10222	BNIP3	OSTEOSARCOMA
695	621	BNIP3L	BCL2
695	695	BNIP3L	BNIP3L
695	573	BNIP3L	BAD
695	600	BNIP3L	BAX
695	675	BNIP3L	BMF
695	694	BNIP3L	BNIP3
695	6271	BNIP3L	SET
695	2578	BNIP3L	GABARAP
695	4373	BNIP3L	MYT1
695	4975	BNIP3L	PDX1
695	4288	BNIP3L	MTOR
695	5307	BNIP3L	PPIF
695	13091	BNIP3L	CYCLOSPORINE
695	7162	BNIP3L	TNF
695	682	BNIP3L	BMP4
695	4120	BNIP3L	MET
696	6271	BNIPL	SET
696	5521	BNIPL	PTEN
696	696	BNIPL	BNIPL
696	1140	BNIPL	CDC42
696	2677	BNIPL	GFER
696	4147	BNIPL	MIF
697	6271	BOC	SET
697	697	BOC	BOC
697	2645	BOC	GC
697	5831	BOC	REST
697	6360	BOC	SHH
697	11312	BOC	RHABDOMYOSARCOMA
697	2626	BOC	GAS1
698	7006	BOK	TES
698	698	BOK	BOK
698	5831	BOK	REST
698	7162	BOK	TNF
698	573	BOK	BAD
698	600	BOK	BAX
698	675	BOK	BMF
698	694	BOK	BNIP3
698	2010	BOK	E2F1
698	2012	BOK	E2F3
698	6271	BOK	SET
699	699	BOP1	BOP1
699	13393	BOP1	ESTROGEN
699	4627	BOP1	NPM1
699	7685	BOP1	WDR12
699	2308	BOP1	F9
699	6622	BOP1	SP1
699	1187	BOP1	CDK2
699	1191	BOP1	CDK4
699	10071	BOP1	RETINOBLASTOMA
699	6271	BOP1	SET
700	700	BPGM	BPGM
700	2645	BPGM	GC
700	6271	BPGM	SET
701	701	BPTF	BPTF
701	9737	BPTF	NEUROBLASTOMA
701	3570	BPTF	KEAP1
701	7691	BPTF	WDR5
701	7712	BPTF	WNT3A
701	501	BPTF	ATM
701	534	BPTF	ATR
701	6271	BPTF	SET
701	2072	BPTF	EGR1
701	6689	BPTF	SRF
701	3218	BPTF	ID2
701	6614	BPTF	SOX2
701	4009	BPTF	MAPT
701	3823	BPTF	LOX
702	6271	BPY2B	SET
702	3947	BPY2B	MAP1B
702	7491	BPY2B	UBE3A
703	6271	BPY2C	SET
703	3947	BPY2C	MAP1B
703	7491	BPY2C	UBE3A
704	2645	BRAF	GC
704	4038	BRAF	MBP
704	704	BRAF	BRAF
705	6271	BRAP	SET
705	705	BRAP	BRAP
705	869	BRAP	CAD
705	706	BRAP	BRCA1
705	636	BRAP	BCR
706	706	BRCA1	BRCA1
706	6756	BRCA1	STAT1
706	5878	BRCA1	RHO
707	707	BRCA2	BRCA2
707	5683	BRCA2	RAD51
707	6271	BRCA2	SET
708	6271	BRCC3	SET
708	706	BRCC3	BRCA1
708	708	BRCC3	BRCC3
708	715	BRCC3	BRE
708	5946	BRCC3	RNF8
709	6271	BRD1	SET
709	709	BRD1	BRD1
709	3366	BRD1	ING1
709	3367	BRD1	ING2
709	3368	BRD1	ING4
709	3369	BRD1	ING5
709	4168	BRD1	MLL
709	5831	BRD1	REST
709	3823	BRD1	LOX
709	2645	BRD1	GC
711	6271	BRD3	SET
711	711	BRD3	BRD3
711	2631	BRD3	GATA1
711	710	BRD3	BRD2
711	712	BRD3	BRD4
711	6757	BRD3	STAT2
711	3218	BRD3	ID2
711	6614	BRD3	SOX2
711	6709	BRD3	SRY
711	2026	BRD3	ECD
712	712	BRD4	BRD4
712	6271	BRD4	SET
712	710	BRD4	BRD2
712	1201	BRD4	CDK9
712	3006	BRD4	HEXIM1
713	6271	BRD7	SET
713	713	BRD7	BRD7
713	363	BRD7	AR
713	7320	BRD7	TRIM24
713	14957	BRD7	THYROID
713	2645	BRD7	GC
713	5831	BRD7	REST
713	2012	BRD7	E2F3
713	706	BRD7	BRCA1
713	2246	BRD7	ESR1
713	13393	BRD7	ESTROGEN
713	9729	BRD7	OBESITY
713	3218	BRD7	ID2
713	6614	BRD7	SOX2
714	7006	BRD8	TES
714	6271	BRD8	SET
714	714	BRD8	BRD8
714	366	BRD8	ARF1
714	6500	BRD8	SMAP1
714	6685	BRD8	SRCAP
714	7367	BRD8	TRRAP
714	14957	BRD8	THYROID
714	7944	BRD8	INTERLEUKIN
714	1871	BRD8	DMAP1
715	715	BRE	BRE
715	3522	BRE	KCNH2
715	14474	BRE	POTASSIUM
715	2232	BRE	ERG
715	13254	BRE	DOFETILIDE
715	706	BRE	BRCA1
715	4168	BRE	MLL
715	7178	BRE	TNFRSF1A
715	7162	BRE	TNF
715	2349	BRE	FAS
715	6271	BRE	SET
715	2645	BRE	GC
715	5831	BRE	REST
715	659	BRE	BID
716	716	BRF1	BRF1
716	5981	BRF1	RPL11
716	6271	BRF1	SET
717	6271	BRF2	SET
717	640	BRF2	BDP1
717	716	BRF2	BRF1
717	717	BRF2	BRF2
717	6955	BRF2	TBP
717	4317	BRF2	MYB
717	10071	BRF2	RETINOBLASTOMA
717	2645	BRF2	GC
717	5831	BRF2	REST
717	7771	BRF2	YY1
718	706	BRIP1	BRCA1
718	718	BRIP1	BRIP1
718	2339	BRIP1	FANCC
718	2340	BRIP1	FANCD2
718	13007	BRIP1	CISPLATIN
718	14097	BRIP1	MITOMYCIN
718	571	BRIP1	BACH1
718	2645	BRIP1	GC
718	5831	BRIP1	REST
718	707	BRIP1	BRCA2
718	7855	BRIP1	ZNF350
718	2343	BRIP1	FANCG
718	1291	BRIP1	CHEK2
718	4849	BRIP1	PALB2
718	668	BRIP1	BLM
718	13683	BRIP1	HYDROXYUREA
718	7236	BRIP1	TOPBP1
718	4166	BRIP1	MLH1
718	5702	BRIP1	RAGE
719	6271	BRMS1	SET
719	719	BRMS1	BRMS1
719	7945	BRMS1	IL-6
719	3368	BRMS1	ING4
719	6587	BRMS1	SNX6
719	5897	BRMS1	RIN1
719	10071	BRMS1	RETINOBLASTOMA
719	2645	BRMS1	GC
719	5831	BRMS1	REST
719	2977	BRMS1	HDAC1
719	5820	BRMS1	REL
719	5793	BRMS1	RBP1
719	6386	BRMS1	SIN3A
720	6271	BRMS1L	SET
720	2977	BRMS1L	HDAC1
720	5793	BRMS1L	RBP1
720	6386	BRMS1L	SIN3A
721	6271	BRSK1	SET
721	7530	BRSK1	UIMC1
721	8255	BRSK1	OSTEOPOROSIS
721	722	BRSK1	BRSK2
721	721	BRSK1	BRSK1
721	941	BRSK1	CAST
721	1132	BRSK1	CDC25C
721	4014	BRSK1	MARK4
721	7698	BRSK1	WEE1
721	7368	BRSK1	TSC1
721	7369	BRSK1	TSC2
722	6271	BRSK2	SET
722	722	BRSK2	BRSK2
722	721	BRSK2	BRSK1
722	1132	BRSK2	CDC25C
722	4014	BRSK2	MARK4
722	2645	BRSK2	GC
722	5831	BRSK2	REST
722	7698	BRSK2	WEE1
722	7368	BRSK2	TSC1
722	7369	BRSK2	TSC2
723	6271	BRWD1	SET
723	723	BRWD1	BRWD1
723	5465	BRWD1	PSD
723	955	BRWD1	CBR1
723	7154	BRWD1	TMPRSS2
724	6271	BSCL2	SET
724	724	BSCL2	BSCL2
724	14449	BSCL2	PIOGLITAZONE
724	2770	BSCL2	GNG3
724	2645	BSCL2	GC
724	5831	BSCL2	REST
725	7006	BSG	TES
726	2747	BSN	GNA12
726	572	BSN	BACH2
726	493	BSN	ATG16L1
726	726	BSN	BSN
726	3947	BSN	MAP1B
726	5465	BSN	PSD
726	1724	BSN	DAG1
726	941	BSN	CAST
726	6271	BSN	SET
726	14651	BSN	RIBAVIRIN
726	2578	BSN	GABARAP
727	6271	BSPRY	SET
727	4980	BSPRY	PDZK1
727	727	BSPRY	BSPRY
727	1447	BSPRY	COIL
727	2645	BSPRY	GC
727	7366	BSPRY	TRPV6
727	5831	BSPRY	REST
728	148	BST1	AFP
728	728	BST1	BST1
728	4009	BST1	MAPT
728	6546	BST1	SNCA
728	1087	BST1	CD38
728	6271	BST1	SET
728	6622	BST1	SP1
728	2812	BST1	GPI
729	6955	BTAF1	TBP
729	729	BTAF1	BTAF1
729	2068	BTAF1	EGF
729	3790	BTAF1	LIMK2
729	6684	BTAF1	SRC
729	6271	BTAF1	SET
729	6032	BTAF1	RPS3A
729	6622	BTAF1	SP1
729	7006	BTAF1	TES
730	6271	BTBD1	SET
730	1483	BTBD1	COPB2
730	2215	BTBD1	ERAP1
730	7883	BTBD1	ZNF592
730	730	BTBD1	BTBD1
730	732	BTBD1	BTBD2
730	2645	BTBD1	GC
730	5831	BTBD1	REST
730	1658	BTBD1	CUL1
730	1660	BTBD1	CUL3
730	6408	BTBD1	SKP1
731	6271	BTBD12	SET
731	4303	BTBD12	MUS81
731	731	BTBD12	BTBD12
731	5179	BTBD12	PLK1
731	14097	BTBD12	MITOMYCIN
731	501	BTBD12	ATM
731	534	BTBD12	ATR
731	3168	BTBD12	HSP90B1
731	7291	BTBD12	TRAP1
732	6271	BTBD2	SET
732	281	BTBD2	ANP32A
732	1563	BTBD2	CRMP1
732	730	BTBD2	BTBD1
732	732	BTBD2	BTBD2
732	2645	BTBD2	GC
732	5831	BTBD2	REST
733	6271	BTBD3	SET
733	3147	BTBD3	HR
733	4038	BTBD3	MBP
734	734	BTC	BTC
734	6271	BTC	SET
734	4245	BTC	MSC
734	2068	BTC	EGF
734	365	BTC	AREG
734	7037	BTC	TGFA
734	88	BTC	ADAM10
734	2220	BTC	ERBB4
734	2069	BTC	EGFR
734	4975	BTC	PDX1
734	13606	BTC	GLUCAGON
734	1704	BTC	CYP11A1
734	2230	BTC	EREG
734	14518	BTC	PROGESTERONE
735	735	BTF3	BTF3
735	13393	BTF3	ESTROGEN
735	3909	BTF3	MADCAM1
735	2113	BTF3	EIF4E
735	5702	BTF3	RAGE
735	3218	BTF3	ID2
735	3219	BTF3	ID3
735	6271	BTF3	SET
735	2645	BTF3	GC
735	5831	BTF3	REST
735	501	BTF3	ATM
735	534	BTF3	ATR
736	736	BTG1	BTG1
736	2645	BTG1	GC
736	10222	BTG1	OSTEOSARCOMA
736	5425	BTG1	PRMT1
736	4324	BTG1	MYC
736	737	BTG1	BTG2
737	736	BTG2	BTG1
737	737	BTG2	BTG2
737	2299	BTG2	F2
737	363	BTG2	AR
737	5099	BTG2	PIN1
737	1048	BTG2	CCR4
737	10071	BTG2	RETINOBLASTOMA
737	5425	BTG2	PRMT1
737	6622	BTG2	SP1
737	738	BTG2	BTG3
737	14518	BTG2	PROGESTERONE
737	11462	BTG2	MEDULLOBLASTOMA
737	4663	BTG2	NR4A1
737	5546	BTG2	PTP4A1
737	2498	BTG2	FOS
737	2676	BTG2	GFAP
737	7944	BTG2	INTERLEUKIN
737	4531	BTG2	NGF
737	10132	BTG2	PHEOCHROMOCYTOMA
737	6271	BTG2	SET
737	3001	BTG2	HES1
737	476	BTG2	ASPM
737	3218	BTG2	ID2
737	3219	BTG2	ID3
737	3281	BTG2	IK
737	5069	BTG2	PICK1
738	737	BTG3	BTG2
738	738	BTG3	BTG3
738	2010	BTG3	E2F1
738	6684	BTG3	SRC
738	4892	BTG3	PC
738	1048	BTG3	CCR4
738	736	BTG3	BTG1
738	589	BTG3	BANP
738	14518	BTG3	PROGESTERONE
738	679	BTG3	BMP2
739	739	BTK	BTK
739	6998	BTK	TEC
739	6684	BTK	SRC
739	2712	BTK	GLA
739	690	BTK	BMX
739	3456	BTK	ITK
739	636	BTK	BCR
739	3210	BTK	IBTK
739	228	BTK	ALK
739	1772	BTK	DDR1
739	2069	BTK	EGFR
739	7053	BTK	TH
739	1093	BTK	CD40
739	7944	BTK	INTERLEUKIN
739	1111	BTK	CD79B
739	3271	BTK	IGHM
739	4331	BTK	MYD88
739	6271	BTK	SET
740	740	BTLA	BTLA
741	1092	BTRC	CD4
741	6494	BTRC	SMAD3
741	484	BTRC	ATF4
741	325	BTRC	APC
741	1130	BTRC	CDC25A
741	1177	BTRC	CDK1
741	1187	BTRC	CDK2
741	6684	BTRC	SRC
741	501	BTRC	ATM
741	534	BTRC	ATR
741	6493	BTRC	SMAD2
741	6495	BTRC	SMAD4
741	2719	BTRC	GLI3
741	6271	BTRC	SET
741	1476	BTRC	COMMD1
741	2389	BTRC	FBXW4
741	5798	BTRC	RBX1
741	6408	BTRC	SKP1
741	7940	BTRC	AKT
741	676	BTRC	BMI1
741	1131	BTRC	CDC25B
742	7006	BUB1	TES
742	742	BUB1	BUB1
742	744	BUB1	BUB3
742	7405	BUB1	TTK
742	6271	BUB1	SET
742	1128	BUB1	CDC20
742	1177	BUB1	CDK1
742	5179	BUB1	PLK1
742	7265	BUB1	TPR
742	1158	BUB1	CDH1
742	501	BUB1	ATM
742	534	BUB1	ATR
742	10071	BUB1	RETINOBLASTOMA
742	743	BUB1	BUB1B
742	7244	BUB1	TP53
742	3434	BUB1	ITGA6
742	4197	BUB1	MMP3
742	7005	BUB1	TERT
742	7939	BUB1	MAPK
742	503	BUB1	ATOH1
742	325	BUB1	APC
742	11944	BUB1	ATAXIA-TELANGIECTASIA
743	742	BUB1B	BUB1
743	743	BUB1B	BUB1B
743	6271	BUB1B	SET
743	744	BUB1B	BUB3
743	2645	BUB1B	GC
743	5831	BUB1B	REST
743	325	BUB1B	APC
743	1128	BUB1B	CDC20
743	7948	BUB1B	HEPATOCYTES
743	13271	BUB1B	DOXYCYCLINE
743	1177	BUB1B	CDK1
743	5179	BUB1B	PLK1
743	7265	BUB1B	TPR
743	3605	BUB1B	KIF18A
743	7405	BUB1B	TTK
743	503	BUB1B	ATOH1
743	1512	BUB1B	CPEB1
743	1739	BUB1B	DAZL
743	7128	BUB1B	TM9SF2
743	4738	BUB1B	NUP98
743	5696	BUB1B	RAE1
743	4044	BUB1B	MCC
743	13393	BUB1B	ESTROGEN
743	14518	BUB1B	PROGESTERONE
744	7006	BUB3	TES
744	742	BUB3	BUB1
744	744	BUB3	BUB3
744	7405	BUB3	TTK
744	2002	BUB3	DYNLT1
744	2003	BUB3	DYNLT3
744	348	BUB3	APOD
744	5232	BUB3	POLE
744	4892	BUB3	PC
744	6271	BUB3	SET
744	1128	BUB3	CDC20
744	1134	BUB3	CDC27
744	5696	BUB3	RAE1
744	2645	BUB3	GC
744	5831	BUB3	REST
744	4120	BUB3	MET
745	745	BYSL	BYSL
745	6684	BYSL	SRC
745	2026	BYSL	ECD
745	6271	BYSL	SET
745	820	BYSL	C5
745	2068	BYSL	EGF
745	2220	BYSL	ERBB4
745	4200	BYSL	MMP9
745	7252	BYSL	TP73
745	6326	BYSL	SH2B3
745	4038	BYSL	MBP
746	14518	C10ORF10	PROGESTERONE
746	4892	C10ORF10	PC
746	6032	C10ORF10	RPS3A
746	6271	C10ORF10	SET
747	2645	C10ORF18	GC
747	5831	C10ORF18	REST
747	6271	C10ORF18	SET
747	898	C10ORF18	CAMP
748	6271	C10ORF2	SET
748	5234	C10ORF2	POLG
748	748	C10ORF2	C10ORF2
748	4879	C10ORF2	PAX2
748	6357	C10ORF2	SHE
748	1300	C10ORF2	CHMP1B
748	1299	C10ORF2	CHMP1A
748	6748	C10ORF2	STAM
748	7265	C10ORF2	TPR
748	7656	C10ORF2	VPS4A
748	7657	C10ORF2	VPS4B
748	7374	C10ORF2	TSG101
749	2645	C11ORF17	GC
749	689	C11ORF17	BMPR2
749	6326	C11ORF17	SH2B3
749	6502	C11ORF17	SMARCA4
749	5672	C11ORF17	RAC1
749	5831	C11ORF17	REST
749	6271	C11ORF17	SET
750	6271	C11ORF30	SET
750	11608	C11ORF30	ATOPY
750	707	C11ORF30	BRCA2
750	4849	C11ORF30	PALB2
750	936	C11ORF30	CASP7
750	939	C11ORF30	CASP9
750	5032	C11ORF30	PGR
750	14518	C11ORF30	PROGESTERONE
750	2645	C11ORF30	GC
750	5831	C11ORF30	REST
751	2645	C11ORF49	GC
751	5831	C11ORF49	REST
751	6271	C11ORF49	SET
751	4892	C11ORF49	PC
752	2293	C11ORF59	F10
752	5878	C11ORF59	RHO
752	5879	C11ORF59	RHOA
752	5880	C11ORF59	RHOC
752	752	C11ORF59	C11ORF59
752	13917	C11ORF59	LITHIUM
752	2645	C11ORF59	GC
752	5831	C11ORF59	REST
752	228	C11ORF59	ALK
752	1772	C11ORF59	DDR1
752	2069	C11ORF59	EGFR
752	6271	C11ORF59	SET
752	4984	C11ORF59	PEBP1
752	9737	C11ORF59	NEUROBLASTOMA
752	689	C11ORF59	BMPR2
752	6326	C11ORF59	SH2B3
752	6502	C11ORF59	SMARCA4
752	7629	C11ORF59	VIP
753	2645	C12ORF11	GC
753	5831	C12ORF11	REST
753	6271	C12ORF11	SET
753	6113	C12ORF11	S100B
753	6784	C12ORF11	STK38L
754	6271	C13ORF34	SET
754	5179	C13ORF34	PLK1
754	754	C13ORF34	C13ORF34
754	1726	C13ORF34	DAOA
754	10071	C13ORF34	RETINOBLASTOMA
754	3645	C13ORF34	KLF12
754	14518	C13ORF34	PROGESTERONE
754	2645	C13ORF34	GC
754	5831	C13ORF34	REST
755	281	C14ORF1	ANP32A
755	1563	C14ORF1	CRMP1
755	4488	C14ORF1	NES
755	755	C14ORF1	C14ORF1
755	6271	C14ORF1	SET
756	6622	C14ORF106	SP1
756	2645	C14ORF106	GC
756	5831	C14ORF106	REST
756	6271	C14ORF106	SET
756	4317	C14ORF106	MYB
757	2645	C14ORF119	GC
757	5831	C14ORF119	REST
757	6271	C14ORF119	SET
758	758	C14ORF166	C14ORF166
758	6271	C14ORF166	SET
759	13393	C14ORF4	ESTROGEN
759	14518	C14ORF4	PROGESTERONE
759	2141	C14ORF4	ELMO1
759	2970	C14ORF4	HCK
759	759	C14ORF4	C14ORF4
759	2645	C14ORF4	GC
759	6622	C14ORF4	SP1
760	2645	C14ORF48	GC
760	5831	C14ORF48	REST
761	6271	C15ORF23	SET
761	2645	C15ORF23	GC
761	5831	C15ORF23	REST
762	2645	C15ORF41	GC
762	5831	C15ORF41	REST
762	6271	C15ORF41	SET
762	689	C15ORF41	BMPR2
762	6326	C15ORF41	SH2B3
762	6502	C15ORF41	SMARCA4
763	2645	C15ORF63	GC
763	5831	C15ORF63	REST
763	3203	C15ORF63	HTT
764	6271	C16ORF28	SET
764	2645	C16ORF28	GC
764	5831	C16ORF28	REST
765	6271	C16ORF48	SET
766	4168	C16ORF53	MLL
766	4879	C16ORF53	PAX2
766	6684	C16ORF53	SRC
766	468	C16ORF53	ASH2L
766	5831	C16ORF53	REST
766	6271	C16ORF53	SET
766	7691	C16ORF53	WDR5
766	7712	C16ORF53	WNT3A
767	2645	C16ORF70	GC
767	5831	C16ORF70	REST
767	4200	C16ORF70	MMP9
767	7252	C16ORF70	TP73
767	689	C16ORF70	BMPR2
767	6326	C16ORF70	SH2B3
767	6502	C16ORF70	SMARCA4
767	4892	C16ORF70	PC
767	3604	C16ORF70	KIF17
767	6271	C16ORF70	SET
768	1874	C17ORF28	DMC1
768	2645	C17ORF28	GC
768	5831	C17ORF28	REST
768	6271	C17ORF28	SET
768	5683	C17ORF28	RAD51
769	6259	C17ORF65	SERPINC1
769	6271	C17ORF65	SET
770	6271	C17ORF70	SET
770	706	C17ORF70	BRCA1
770	2337	C17ORF70	FANCA
770	2338	C17ORF70	FANCB
770	2340	C17ORF70	FANCD2
770	2345	C17ORF70	FANCL
770	707	C17ORF70	BRCA2
770	14097	C17ORF70	MITOMYCIN
770	2645	C17ORF70	GC
770	5831	C17ORF70	REST
771	771	C19ORF10	C19ORF10
771	6271	C19ORF10	SET
772	6271	C19ORF2	SET
772	573	C19ORF2	BAD
772	1233	C19ORF2	CECR2
772	3851	C19ORF2	LRPPRC
772	2645	C19ORF2	GC
772	5831	C19ORF2	REST
772	4120	C19ORF2	MET
773	2645	C19ORF25	GC
773	5831	C19ORF25	REST
773	6271	C19ORF25	SET
773	689	C19ORF25	BMPR2
773	6326	C19ORF25	SH2B3
773	6502	C19ORF25	SMARCA4
775	1130	C19ORF40	CDC25A
775	2341	C19ORF40	FANCE
775	2340	C19ORF40	FANCD2
775	706	C19ORF40	BRCA1
775	2645	C19ORF40	GC
775	5831	C19ORF40	REST
775	6271	C19ORF40	SET
776	6271	C19ORF50	SET
777	2645	C19ORF57	GC
777	5831	C19ORF57	REST
777	501	C19ORF57	ATM
777	534	C19ORF57	ATR
777	6271	C19ORF57	SET
778	3893	C1D	LY96
778	4038	C1D	MBP
778	6762	C1D	STAT6
778	778	C1D	C1D
778	1484	C1D	COPE
778	6271	C1D	SET
778	5674	C1D	RAC3
778	5878	C1D	RHO
778	14957	C1D	THYROID
778	2645	C1D	GC
778	5831	C1D	REST
778	4227	C1D	MPP6
778	3218	C1D	ID2
778	3219	C1D	ID3
779	6271	C1ORF103	SET
779	281	C1ORF103	ANP32A
779	1563	C1ORF103	CRMP1
779	2703	C1ORF103	GIT1
779	2645	C1ORF103	GC
779	5831	C1ORF103	REST
780	6271	C1ORF111	SET
781	6271	C1ORF114	SET
781	2304	C1ORF114	F5
781	5826	C1ORF114	REN
782	2645	C1ORF128	GC
782	5831	C1ORF128	REST
782	6271	C1ORF128	SET
782	6837	C1ORF128	SUMO4
782	4038	C1ORF128	MBP
783	2645	C1ORF216	GC
783	5831	C1ORF216	REST
783	6271	C1ORF216	SET
784	6271	C1ORF35	SET
784	2645	C1ORF35	GC
784	5831	C1ORF35	REST
784	4120	C1ORF35	MET
785	2645	C1ORF65	GC
785	5831	C1ORF65	REST
785	6271	C1ORF65	SET
786	2645	C1ORF94	GC
786	5831	C1ORF94	REST
786	6271	C1ORF94	SET
786	4892	C1ORF94	PC
787	810	C1QA	C3
787	898	C1QA	CAMP
787	4531	C1QA	NGF
787	7944	C1QA	INTERLEUKIN
787	6271	C1QA	SET
787	788	C1QA	C1QB
787	790	C1QA	C1QC
787	787	C1QA	C1QA
787	4120	C1QA	MET
787	5831	C1QA	REST
787	1051	C1QA	CCR7
787	794	C1QA	C1R
787	796	C1QA	C1S
787	2645	C1QA	GC
788	810	C1QB	C3
788	788	C1QB	C1QB
788	790	C1QB	C1QC
788	7089	C1QB	TIMP1
788	349	C1QB	APOE
788	2676	C1QB	GFAP
788	327	C1QB	APCS
788	846	C1QB	CA3
788	787	C1QB	C1QA
788	3893	C1QB	LY96
788	4038	C1QB	MBP
788	6762	C1QB	STAT6
788	794	C1QB	C1R
788	796	C1QB	C1S
788	6271	C1QB	SET
789	789	C1QBP	C1QBP
789	6622	C1QBP	SP1
789	7712	C1QBP	WNT3A
789	349	C1QBP	APOE
789	14957	C1QBP	THYROID
789	794	C1QBP	C1R
789	796	C1QBP	C1S
789	7948	C1QBP	HEPATOCYTES
790	810	C1QC	C3
790	788	C1QC	C1QB
790	790	C1QC	C1QC
790	6271	C1QC	SET
790	787	C1QC	C1QA
790	1003	C1QC	CCL2
790	1112	C1QC	CD80
790	3893	C1QC	LY96
790	4038	C1QC	MBP
790	6762	C1QC	STAT6
790	794	C1QC	C1R
790	796	C1QC	C1S
790	2645	C1QC	GC
790	5831	C1QC	REST
791	6271	C1QL3	SET
791	7948	C1QL3	HEPATOCYTES
791	14685	C1QL3	ROSIGLITAZONE
791	791	C1QL3	C1QL3
792	6271	C1QTNF1	SET
792	7940	C1QTNF1	AKT
792	1706	C1QTNF1	CYP11B2
792	9729	C1QTNF1	OBESITY
792	2699	C1QTNF1	GIP
792	2645	C1QTNF1	GC
792	5831	C1QTNF1	REST
792	122	C1QTNF1	ADIPOR2
793	6271	C1QTNF5	SET
793	793	C1QTNF5	C1QTNF5
793	5973	C1QTNF5	RPE
793	7162	C1QTNF5	TNF
793	9729	C1QTNF5	OBESITY
793	7940	C1QTNF5	AKT
793	2232	C1QTNF5	ERG
793	2498	C1QTNF5	FOS
793	787	C1QTNF5	C1QA
793	788	C1QTNF5	C1QB
793	790	C1QTNF5	C1QC
794	794	C1R	C1R
794	796	C1R	C1S
794	2068	C1R	EGF
794	6271	C1R	SET
794	9729	C1R	OBESITY
794	7162	C1R	TNF
795	6271	C1RL	SET
795	3138	C1RL	HP
795	794	C1RL	C1R
795	796	C1RL	C1S
795	797	C1RL	C2
795	3893	C1RL	LY96
795	4038	C1RL	MBP
795	6762	C1RL	STAT6
